docId,sentenceId,tokenId,text,lemma,ner,clID
bg-1172,0,1,Предстоящи,,O,
bg-1172,0,2,международни,,O,
bg-1172,0,3,събития,,O,
bg-1172,0,4,за,,O,
bg-1172,0,5,23,,O,
bg-1172,0,6,март,,O,
bg-1172,0,7,(,,O,
bg-1172,0,8,Агенция,,O,
bg-1172,1,1,Брюксел,,O,
bg-1172,1,2,.,,O,
bg-1172,2,1,Лидерите,,O,
bg-1172,2,2,на,,O,
bg-1172,2,3,страните,,O,
bg-1172,2,4,членки,,O,
bg-1172,2,5,на,,O,
bg-1172,2,6,ЕС,,O,
bg-1172,2,7,ще,,O,
bg-1172,2,8,проведат,,O,
bg-1172,2,9,среща,,O,
bg-1172,2,10,с,,O,
bg-1172,2,11,британския,,O,
bg-1172,2,12,министър-председател,,O,
bg-1172,2,13,Тереза,,O,
bg-1172,2,14,Мей,,O,
bg-1172,2,15,",",,O,
bg-1172,2,16,на,,O,
bg-1172,2,17,която,,O,
bg-1172,2,18,ще,,O,
bg-1172,2,19,прегледат,,O,
bg-1172,2,20,връзките,,O,
bg-1172,2,21,между,,O,
bg-1172,2,22,Съюза,,O,
bg-1172,2,23,и,,O,
bg-1172,2,24,Великобритания,,O,
bg-1172,2,25,след,,O,
bg-1172,2,26,Брекзит,,O,
bg-1172,2,27,.,,O,
bg-1172,3,1,Пекин,,O,
bg-1172,3,2,.,,O,
bg-1172,4,1,Китайският,,O,
bg-1172,4,2,министър-председател,,O,
bg-1172,4,3,Ли,,O,
bg-1172,4,4,Къцян,,O,
bg-1172,4,5,ще,,O,
bg-1172,4,6,се,,O,
bg-1172,4,7,срещне,,O,
bg-1172,4,8,с,,O,
bg-1172,4,9,президента,,O,
bg-1172,4,10,на,,O,
bg-1172,4,11,Камерун,,O,
bg-1172,4,12,Пол,,O,
bg-1172,4,13,Бия,,O,
bg-1172,4,14,.,,O,
bg-1172,5,1,Делхи,,O,
bg-1172,5,2,.,,O,
bg-1172,6,1,Президентът,,O,
bg-1172,6,2,на,,O,
bg-1172,6,3,Германия,,O,
bg-1172,6,4,Франк-Валтер,,O,
bg-1172,6,5,Щайнмайер,,O,
bg-1172,6,6,е,,O,
bg-1172,6,7,на,,O,
bg-1172,6,8,посещение,,O,
bg-1172,6,9,в,,O,
bg-1172,6,10,Индия,,O,
bg-1172,6,11,.,,O,
bg-1172,7,1,Ханой,,O,
bg-1172,7,2,.,,O,
bg-1172,8,1,Президентът,,O,
bg-1172,8,2,на,,O,
bg-1172,8,3,Южна,,O,
bg-1172,8,4,Корея,,O,
bg-1172,8,5,Мун,,O,
bg-1172,8,6,Джей-ин,,O,
bg-1172,8,7,е,,O,
bg-1172,8,8,на,,O,
bg-1172,8,9,посещение,,O,
bg-1172,8,10,във,,O,
bg-1172,8,11,Виетнам,,O,
bg-1172,8,12,.,,O,
bg-1172,9,1,©,,O,
bg-1172,9,2,2018,,O,
bg-1172,9,3,Всички,,O,
bg-1172,9,4,права,,O,
bg-1172,9,5,запазени,,O,
bg-1172,9,6,.,,O,
bg-1172,10,1,Забранява,,O,
bg-1172,10,2,се,,O,
bg-1172,10,3,възпроизвеждането,,O,
bg-1172,10,4,изцяло,,O,
bg-1172,10,5,или,,O,
bg-1172,10,6,отчасти,,O,
bg-1172,10,7,на,,O,
bg-1172,10,8,материали,,O,
bg-1172,10,9,и,,O,
bg-1172,10,10,публикации,,O,
bg-1172,10,11,без,,O,
bg-1172,10,12,предварителното,,O,
bg-1172,10,13,съгласие,,O,
bg-1172,10,14,на,,O,
bg-1172,10,15,Информационна,,O,
bg-1172,10,16,агенция,,O,
bg-1172,10,17,"""",,O,
bg-1172,10,18,Фокус,,O,
bg-1172,10,19,"""",,O,
bg-1172,10,20,!,,O,
